1,2,8,0,0,0
1,3,8,0,0,0
1,4,8,0,0,0
1,5,8,0,0,0
1,6,8,0,0,0
1,7,8,0,0,0
1,8,8,0,0,0
1,9,8,0,0,0
1,2,9,0,0,0
1,3,9,0,0,0
1,4,9,0,0,0
1,5,9,0,0,0
1,6,9,0,0,0
1,7,9,0,0,0
1,8,9,0,0,0
1,9,9,0,0,0
1,2,10,0,0,0
1,3,10,0,0,0
1,4,10,0,0,0
1,5,10,0,0,0
1,6,10,0,0,0
1,7,10,0,0,0
1,8,10,0,0,0
1,9,10,0,0,0
1,2,11,0,0,0
1,3,11,0,0,0
1,4,11,0,0,0
1,5,11,0,0,0
1,6,11,0,0,0
1,7,11,0,0,0
1,8,11,0,0,0
1,9,11,0,0,0
1,4,14,0,0,0
1,5,14,0,0,0
1,6,14,0,0,0
1,7,14,0,0,0
1,4,15,0,0,0
1,5,15,0,0,0
1,6,15,0,0,0
1,7,15,0,0,0
